id,release,n_0047,n_0050,n_0052,n_0061,n_0067,n_0075,n_0078,n_0091,n_0108,n_0109,o_0176,o_0264,c_0466,c_0500,c_0638,c_0699,c_0738,c_0761,c_0770,c_0838,c_0870,c_0980,c_1145,c_1158,c_1189,c_1223,c_1227,c_1244,c_1259,service_a,service_b
10560,c,1,1,1,1,0.6428571428571429,1,0.4,1,0.4,0.0625,199,5,a,b,d,c,a,b,b,a,b,c,b,f,b,c,b,d,j,1,0
4560,b,1,1,1,1,0.9285714285714286,1,0.2333333333333333,1,0.2333333333333333,0.0,352,7,b,f,b,c,a,c,c,a,b,c,b,g,b,c,b,b,p,1,0
879,b,1,1,1,1,0.7142857142857143,1,0.0666666666666666,1,0.0666666666666666,0.0,206,2,b,i,b,c,a,b,b,a,b,c,b,k,b,c,b,b,n,1,1
920,a,1,1,1,1,0.9285714285714286,1,0.5333333333333333,1,0.5333333333333333,0.125,315,5,c,f,d,b,a,b,b,a,a,c,c,c,b,c,b,d,e,1,1
4280,c,1,1,1,1,0.1428571428571428,1,0.0333333333333333,1,0.0333333333333333,0.0,33,1,b,d,b,b,a,c,c,b,a,c,c,i,b,c,b,b,h,1,1
5503,b,1,1,1,1,0.9285714285714286,1,0.5333333333333333,1,0.5333333333333333,0.0625,369,8,b,b,d,c,a,b,b,a,b,a,b,h,b,a,a,d,b,0,0
10565,c,1,1,1,1,0.9285714285714286,1,0.2,1,0.2,0.0,369,5,c,a,d,c,a,b,b,a,b,d,b,b,b,c,a,d,n,1,1
12774,b,1,1,1,1,0.9285714285714286,1,0.4333333333333333,1,0.4333333333333333,0.0,369,8,a,a,d,c,a,b,b,a,a,c,c,h,b,c,a,d,G,1,1
6305,a,1,1,1,1,0.8571428571428571,1,0.3333333333333333,1,0.3333333333333333,0.125,274,5,c,a,b,b,a,b,b,a,a,a,b,c,b,a,a,a,e,0,0
15961,b,1,1,1,1,0.2142857142857142,1,0.1,1,0.1,0.125,43,0,c,h,b,b,a,a,a,b,b,c,b,j,b,c,a,b,p,1,1
6981,b,1,1,1,1,0.4285714285714285,1,0.5666666666666667,1,0.5666666666666667,0.0,103,7,b,c,b,c,a,c,c,a,a,c,b,a,b,c,b,b,D,0,0
8,b,1,1,1,1,0.7142857142857143,1,0.2,1,0.2,0.0625,329,0,c,d,c,c,a,a,a,a,a,c,c,j,b,c,a,c,b,0,1
7363,b,1,1,1,1,0.7142857142857143,1,0.7666666666666667,1,0.7666666666666667,0.0625,329,4,a,a,c,b,a,b,b,a,b,b,b,e,b,c,a,c,m,0,0
11525,b,1,1,1,1,0.0714285714285714,1,0.1333333333333333,1,0.1333333333333333,0.0,51,4,b,b,b,c,b,b,b,a,b,c,b,e,b,c,b,b,a,0,0
14573,a,1,1,1,1,0.6428571428571429,1,0.5666666666666667,1,0.5666666666666667,0.0,226,6,c,a,e,b,a,b,b,a,b,a,b,g,b,a,a,f,i,1,1
3496,a,1,1,1,1,0.5,1,0.5666666666666667,1,0.5666666666666667,0.125,88,5,c,a,d,b,a,c,c,b,a,c,c,c,b,a,a,d,e,0,0
16907,a,1,1,1,1,0.9285714285714286,1,0.5,1,0.5,0.125,335,5,a,a,d,a,a,b,b,a,a,a,b,b,b,a,a,d,n,1,1
11103,c,1,1,1,1,0.7142857142857143,1,0.2666666666666666,1,0.2666666666666666,0.125,192,0,a,h,d,c,a,a,d,b,a,b,c,j,a,c,a,d,j,0,1
7305,c,1,1,1,1,0.4285714285714285,1,0.5333333333333333,1,0.5333333333333333,0.0,139,0,b,h,c,b,a,b,b,b,a,c,c,j,b,a,a,a,d,0,0
14124,a,1,1,1,1,0.5,1,0.7,1,0.7,0.125,164,6,c,b,e,b,a,c,c,a,a,c,a,b,b,c,a,f,e,0,0
12107,a,1,1,1,1,0.7857142857142857,1,0.1333333333333333,1,0.1333333333333333,0.0,202,4,c,b,b,c,a,b,b,a,a,c,a,e,b,c,b,b,n,1,1
16263,b,1,1,1,1,0.9285714285714286,1,0.8666666666666667,1,0.8666666666666667,0.125,352,8,a,a,d,b,a,c,c,a,b,c,b,d,b,c,a,d,e,0,0
7106,a,1,1,1,1,0.9285714285714286,1,0.4333333333333333,1,0.4333333333333333,0.0,369,7,b,a,d,c,a,a,a,a,b,a,b,g,b,c,a,d,n,1,0
11596,c,1,1,1,1,0.5,1,0.3,1,0.3,0.0,174,5,b,h,b,c,a,a,a,a,a,c,b,c,b,c,a,a,u,0,0
1238,a,1,1,1,1,0.7857142857142857,1,0.7666666666666667,1,0.7666666666666667,0.25,234,2,b,b,d,b,a,b,b,a,a,b,a,k,b,c,a,d,e,0,0
15325,a,1,1,1,1,0.9285714285714286,1,0.6,1,0.6,0.0625,369,7,a,g,d,c,a,a,a,a,b,b,b,g,b,c,a,d,c,0,0
4353,b,1,1,1,1,0.6428571428571429,1,0.4,1,0.4,0.0,297,9,a,a,d,c,a,b,b,a,b,c,b,d,b,c,a,d,m,1,0
7504,a,1,1,1,1,0.7142857142857143,1,0.3666666666666665,1,0.3666666666666665,0.125,195,6,c,b,d,c,a,b,b,a,b,c,b,f,b,c,a,d,u,0,0
14810,a,1,1,1,1,0.7857142857142857,1,0.5666666666666667,1,0.5666666666666667,0.125,241,0,b,h,d,c,a,a,d,b,b,a,b,j,a,c,a,d,u,0,0
11725,b,1,1,1,1,0.5714285714285714,1,0.2666666666666666,1,0.2666666666666666,0.0,264,7,a,a,d,c,a,b,b,a,b,c,b,g,b,a,a,d,B,0,0
14930,c,1,1,1,1,0.1428571428571428,1,0.7,1,0.7,0.0625,53,4,b,h,b,c,a,c,c,b,a,c,c,e,b,c,a,b,j,0,1
14508,a,1,1,1,1,0.0,1,0.5333333333333333,1,0.5333333333333333,0.375,13,2,b,h,c,b,a,c,c,b,a,c,c,k,b,c,a,c,B,0,0
6414,a,1,1,1,1,0.6428571428571429,1,0.0333333333333333,1,0.0333333333333333,0.0,207,1,b,f,b,c,a,b,b,a,b,a,b,i,b,c,b,b,i,1,0
6126,c,1,1,1,1,0.0,1,0.5,1,0.5,0.0,12,6,b,a,b,c,a,b,b,b,a,c,c,b,b,c,a,a,n,1,1
6793,b,1,1,1,1,0.7857142857142857,1,0.8333333333333334,1,0.8333333333333334,0.0625,329,5,b,c,d,b,a,b,b,a,b,c,b,c,b,c,a,d,v,1,0
9375,a,1,1,1,1,0.2142857142857142,1,0.9,1,0.9,0.25,33,4,a,a,d,b,a,b,b,a,b,c,b,e,b,c,a,d,v,0,0
17355,a,1,1,1,1,0.5714285714285714,1,0.3666666666666665,1,0.3666666666666665,0.0,213,5,b,c,b,c,a,a,a,a,b,c,b,c,b,c,b,b,p,1,1
14687,a,1,1,1,1,0.2857142857142857,1,0.6333333333333333,1,0.6333333333333333,0.125,57,7,b,a,d,b,a,c,c,a,a,c,c,g,b,c,a,d,e,0,0
11971,c,1,1,1,1,1.0,1,0.8666666666666667,1,0.8666666666666667,0.1875,346,4,a,a,d,b,a,b,d,a,b,a,b,j,a,c,a,d,e,0,1
9246,b,1,1,1,1,0.5714285714285714,1,0.6,1,0.6,0.0,264,10,b,a,d,c,a,c,d,a,b,a,b,f,a,c,a,d,m,0,0
11683,b,1,1,1,1,0.5,1,0.4,1,0.4,0.0625,190,6,b,h,d,c,a,b,b,a,b,c,b,b,b,c,a,d,D,0,0
2113,a,1,1,1,1,0.7142857142857143,1,0.2333333333333333,1,0.2333333333333333,0.0,289,7,b,a,b,c,a,b,b,b,b,a,b,g,b,c,a,a,n,1,1
17857,a,1,1,1,1,0.9285714285714286,1,0.9,1,0.9,0.125,322,8,a,a,d,b,a,b,b,a,b,b,b,d,b,c,a,d,w,0,0
13623,a,1,1,1,1,0.3571428571428571,1,0.1,1,0.1,0.0,75,4,a,c,b,c,a,c,c,a,b,c,b,e,b,c,b,b,n,1,0
1682,c,1,1,1,1,0.5714285714285714,1,0.0666666666666666,1,0.0666666666666666,0.0,173,2,b,f,b,c,b,c,c,a,b,b,b,k,b,c,b,b,a,0,0
5661,a,1,1,1,1,0.7857142857142857,1,0.8333333333333334,1,0.8333333333333334,0.0625,332,7,a,a,e,b,a,b,b,a,a,d,c,g,b,a,a,f,h,0,0
2133,b,1,1,1,1,0.0,1,0.5333333333333333,1,0.5333333333333333,0.125,13,4,a,a,b,b,a,c,c,b,a,c,c,k,b,c,a,b,e,0,0
18228,a,1,1,1,1,0.7142857142857143,1,0.9,1,0.9,0.1875,194,7,a,a,e,b,a,b,b,a,b,a,b,a,b,c,a,f,n,1,0
14908,a,1,1,1,1,0.0714285714285714,1,0.0,1,0.0,0.0,18,0,c,f,b,c,b,c,c,b,a,b,a,j,b,c,b,b,n,1,1
12772,a,1,1,1,1,0.7142857142857143,1,0.3666666666666665,1,0.3666666666666665,0.0,207,5,b,a,b,c,a,b,b,a,a,b,b,c,b,a,a,b,n,1,0
16946,c,1,1,1,1,0.0,1,0.3333333333333333,1,0.3333333333333333,0.0,16,4,b,a,b,c,a,b,b,a,b,c,b,e,b,c,a,b,p,0,0
2058,a,1,1,1,1,0.7142857142857143,1,0.8,1,0.8,0.0625,295,1,b,i,d,b,a,c,c,a,b,c,b,i,b,a,a,d,e,1,1
6704,a,1,1,1,1,0.5714285714285714,1,0.3666666666666665,1,0.3666666666666665,0.0625,181,4,b,a,b,b,a,a,d,b,b,b,b,e,a,c,a,a,v,1,0
17027,a,1,1,1,1,0.5714285714285714,1,0.4,1,0.4,0.0625,225,6,a,a,b,c,a,b,b,a,b,a,b,b,b,c,a,b,q,1,1
1546,b,1,1,1,1,0.3571428571428571,1,0.2666666666666666,1,0.2666666666666666,0.0625,149,4,a,c,b,c,a,c,c,b,b,c,b,e,b,c,a,b,m,0,1
8363,a,1,1,1,1,0.4285714285714285,1,0.1333333333333333,1,0.1333333333333333,0.0,81,5,a,b,b,c,a,b,b,a,b,c,b,b,b,a,b,b,n,1,0
15829,a,1,1,1,1,0.7857142857142857,1,0.1,1,0.1,0.0,296,4,a,f,b,c,a,b,b,a,b,d,b,e,b,c,b,b,n,1,0
2494,c,1,1,1,1,0.6428571428571429,1,0.5,1,0.5,0.0,232,5,a,a,e,b,a,b,b,a,a,b,b,c,b,a,a,f,n,1,0
4122,b,1,1,1,1,0.3571428571428571,1,0.1666666666666666,1,0.1666666666666666,0.0,94,2,a,h,b,b,a,c,c,a,b,c,b,k,b,c,b,b,p,0,1
8742,a,1,1,1,1,0.9285714285714286,1,0.6333333333333333,1,0.6333333333333333,0.0625,359,8,a,a,d,c,a,c,c,a,a,c,c,h,b,a,b,d,B,0,0
17827,b,1,1,1,1,0.2857142857142857,1,0.5333333333333333,1,0.5333333333333333,0.25,73,2,a,h,b,b,a,c,c,b,a,c,c,k,b,c,a,b,m,1,1
9502,c,1,1,1,1,1.0,1,0.7,1,0.7,0.125,369,8,a,a,d,b,a,b,b,a,b,c,b,d,b,c,a,d,B,0,0
5167,b,1,1,1,1,0.5,1,0.3333333333333333,1,0.3333333333333333,0.0,281,5,c,a,b,c,a,b,b,b,b,c,b,c,b,c,b,b,m,1,1
10256,a,1,1,1,1,0.0,1,0.9333333333333332,1,0.9333333333333332,0.1875,12,0,b,b,e,b,a,b,b,b,a,b,c,j,b,c,a,f,e,0,0
9693,a,1,1,1,1,0.1428571428571428,1,0.1,1,0.1,0.0,51,2,b,h,b,b,a,b,d,a,a,a,c,k,a,c,a,b,p,0,0
15726,b,1,1,1,1,0.5,1,0.3333333333333333,1,0.3333333333333333,0.0,229,8,a,c,d,c,a,c,c,a,b,a,b,h,b,a,a,d,n,1,1
3649,c,1,1,1,1,0.8571428571428571,1,0.3333333333333333,1,0.3333333333333333,0.0,345,7,b,a,b,b,a,b,b,a,a,d,c,g,b,c,a,b,h,1,0
5080,a,1,1,1,1,0.3571428571428571,1,0.5,1,0.5,0.0625,124,7,b,a,d,c,a,a,a,a,b,d,b,g,b,a,a,d,p,0,0
559,b,1,1,1,1,0.9285714285714286,1,0.4666666666666667,1,0.4666666666666667,0.0,369,10,b,a,b,c,a,c,c,a,b,c,b,d,b,c,a,b,n,1,1
11555,a,1,1,1,1,0.9285714285714286,1,0.8,1,0.8,0.125,300,5,a,h,d,b,a,b,b,a,b,a,b,f,b,c,a,d,j,1,0
13971,c,1,1,1,1,0.7857142857142857,1,0.2666666666666666,1,0.2666666666666666,0.0,310,5,c,b,b,c,a,a,d,a,b,b,b,c,a,c,a,a,b,0,0
17953,a,1,1,1,1,0.6428571428571429,1,0.4333333333333333,1,0.4333333333333333,0.1875,143,1,c,h,d,b,a,b,b,b,a,c,a,i,b,a,a,d,e,0,0
4123,a,1,1,1,1,0.7857142857142857,1,0.5,1,0.5,0.0,325,6,a,a,b,c,a,b,b,a,b,a,b,b,b,c,a,a,u,0,0
14299,a,1,1,1,1,0.7857142857142857,1,0.6666666666666666,1,0.6666666666666666,0.0625,332,7,b,a,b,c,a,c,c,a,b,c,b,g,b,c,a,b,n,1,1
12030,a,1,1,1,1,0.0714285714285714,1,0.0666666666666666,1,0.0666666666666666,0.0,32,1,c,f,b,c,a,b,b,b,a,c,c,i,b,c,b,b,i,1,1
11539,a,1,1,1,1,0.0,1,0.4666666666666667,1,0.4666666666666667,0.0,17,4,a,h,b,b,a,c,c,a,a,c,c,e,b,c,a,b,A,1,1
1842,b,1,1,1,1,0.9285714285714286,1,0.7333333333333333,1,0.7333333333333333,0.0,352,10,a,b,d,b,a,b,b,a,b,b,b,d,b,c,a,d,p,0,0
9727,a,1,1,1,1,0.9285714285714286,1,0.4666666666666667,1,0.4666666666666667,0.0,369,10,a,b,b,c,a,c,c,b,b,c,b,d,b,c,a,a,n,1,1
17940,b,1,1,1,1,0.2857142857142857,1,0.2666666666666666,1,0.2666666666666666,0.0,117,7,a,h,d,c,a,b,b,a,a,c,a,g,b,c,a,d,n,1,1
4498,a,1,1,1,1,0.6428571428571429,1,0.7666666666666667,1,0.7666666666666667,0.125,163,6,a,b,d,b,a,b,b,a,b,b,b,g,b,a,a,d,n,1,1
8174,a,1,1,1,1,0.7857142857142857,1,0.5,1,0.5,0.1875,201,5,b,f,d,b,a,b,b,a,a,b,c,c,b,c,b,d,w,0,0
5835,a,1,1,1,1,0.7857142857142857,1,0.6,1,0.6,0.0,319,7,a,b,b,c,a,b,b,a,a,a,a,d,b,c,a,a,n,1,1
3973,c,1,1,1,1,0.2142857142857142,1,0.3666666666666665,1,0.3666666666666665,0.0625,58,6,b,a,b,c,a,b,b,b,b,b,b,g,b,c,b,a,n,1,1
15407,a,1,1,1,1,0.8571428571428571,1,0.6333333333333333,1,0.6333333333333333,0.1875,249,4,a,h,d,b,a,a,d,a,a,a,c,e,a,c,a,d,p,0,0
10201,b,1,1,1,1,0.5714285714285714,1,0.6,1,0.6,0.1875,149,4,b,h,d,b,a,b,b,a,b,c,b,e,b,c,a,d,e,0,0
6802,a,1,1,1,1,0.5,1,0.5666666666666667,1,0.5666666666666667,0.1875,101,4,a,b,b,b,a,b,b,b,b,d,b,e,b,c,a,a,D,0,0
5180,a,1,1,1,1,0.8571428571428571,1,0.2333333333333333,1,0.2333333333333333,0.0,350,7,a,a,b,c,a,b,b,a,a,b,b,g,b,c,a,b,n,1,1
11577,c,1,1,1,1,0.2857142857142857,1,0.1,1,0.1,0.0625,39,0,c,e,b,c,a,b,d,b,b,a,b,j,a,c,a,a,c,0,1
7091,b,1,1,1,1,0.7142857142857143,1,0.2333333333333333,1,0.2333333333333333,0.0625,292,5,a,b,d,b,a,b,b,a,a,c,c,b,b,c,a,d,b,1,0
13941,a,1,1,1,1,0.9285714285714286,1,0.7,1,0.7,0.0,369,7,a,a,b,c,a,b,b,a,b,d,b,g,b,c,a,b,u,0,0
8763,b,1,1,1,1,0.7857142857142857,1,0.4666666666666667,1,0.4666666666666667,0.0625,329,7,b,h,d,c,a,a,a,a,b,d,b,f,b,c,a,d,b,0,0
5930,a,1,1,1,1,0.8571428571428571,1,0.7666666666666667,1,0.7666666666666667,0.0625,285,4,b,c,b,c,a,c,c,b,a,c,a,e,b,a,a,b,h,0,0
8908,a,1,1,1,1,0.4285714285714285,1,0.7333333333333333,1,0.7333333333333333,0.125,97,4,b,a,e,b,a,c,c,b,a,c,c,e,b,a,a,a,e,0,0
5628,b,1,1,1,1,0.7142857142857143,1,0.5666666666666667,1,0.5666666666666667,0.125,206,5,b,a,d,b,a,b,b,a,b,c,b,c,b,c,a,d,e,0,1
9813,b,1,1,1,1,0.7857142857142857,1,0.0333333333333333,1,0.0333333333333333,0.0,150,1,c,f,b,c,a,b,d,b,a,a,b,i,a,c,b,b,b,0,0
11305,b,1,1,1,1,0.5714285714285714,1,0.4666666666666667,1,0.4666666666666667,0.0,312,5,b,a,b,c,b,b,b,a,b,c,b,b,b,c,b,b,a,0,0
1723,c,1,1,1,1,0.2857142857142857,1,0.4666666666666667,1,0.4666666666666667,0.0,70,5,c,a,b,c,a,b,d,a,b,a,b,b,a,c,b,b,u,0,0
2767,a,1,1,1,1,0.5714285714285714,1,0.4333333333333333,1,0.4333333333333333,0.0,271,7,b,a,b,c,b,b,b,a,b,b,b,a,b,c,a,b,a,0,0
11871,a,1,1,1,1,0.1428571428571428,1,0.7666666666666667,1,0.7666666666666667,0.25,46,0,a,e,c,b,a,b,b,a,a,c,c,j,b,a,a,c,e,0,0
6348,a,1,1,1,1,0.6428571428571429,1,0.2666666666666666,1,0.2666666666666666,0.125,174,0,b,a,c,b,a,b,b,a,a,c,a,j,b,c,b,a,v,0,0
12086,a,1,1,1,1,0.9285714285714286,1,0.1333333333333333,1,0.1333333333333333,0.0,293,5,a,f,b,c,a,c,c,b,a,c,a,c,b,c,b,b,h,0,0
13847,b,1,1,1,1,0.7142857142857143,1,0.6,1,0.6,0.0625,233,6,b,c,c,b,a,b,b,a,b,b,b,c,b,c,a,c,i,1,0
8965,a,1,1,1,1,0.5714285714285714,1,0.5,1,0.5,0.0625,180,7,a,b,b,c,a,b,b,a,a,b,c,g,b,a,a,a,p,0,0
18052,b,1,1,1,1,0.7857142857142857,1,0.6333333333333333,1,0.6333333333333333,0.0,329,4,b,a,d,c,a,b,b,a,b,c,b,k,b,c,a,d,b,0,0
8022,a,1,1,1,1,0.4285714285714285,1,0.9,1,0.9,0.1875,82,7,a,b,d,b,a,b,b,a,b,c,b,g,b,a,a,d,w,0,0
13928,a,1,1,1,1,0.5,1,0.3333333333333333,1,0.3333333333333333,0.0625,181,0,b,a,b,c,a,b,b,a,a,b,c,j,b,a,b,b,q,1,1
11772,c,1,1,1,1,0.2142857142857142,1,0.1333333333333333,1,0.1333333333333333,0.0,44,4,a,c,b,b,a,b,b,b,a,b,c,j,b,a,a,b,C,1,1
3236,a,1,1,1,1,0.7142857142857143,1,0.7333333333333333,1,0.7333333333333333,0.0,279,7,a,a,d,c,a,b,b,a,b,c,b,g,b,a,a,d,c,0,0
5580,a,1,1,1,1,0.1428571428571428,1,0.5333333333333333,1,0.5333333333333333,0.375,35,3,b,f,b,b,a,c,c,b,a,c,c,e,b,c,b,b,u,0,0
3968,a,1,1,1,1,0.1428571428571428,1,0.2,1,0.2,0.125,48,5,b,c,b,b,a,c,c,b,a,c,a,c,b,c,b,b,b,0,0
16725,b,1,1,1,1,0.5714285714285714,1,0.5,1,0.5,0.0,264,7,b,a,e,b,a,b,b,a,b,c,b,g,b,c,a,a,w,1,1
141,b,1,1,1,1,0.4285714285714285,1,0.8,1,0.7666666666666667,0.125,157,2,a,a,d,b,a,b,d,a,b,a,b,k,a,c,b,d,e,0,0
12893,a,1,1,1,1,0.0714285714285714,1,0.2333333333333333,1,0.2333333333333333,0.0625,38,2,b,b,b,b,a,b,d,b,a,a,c,k,a,c,b,b,b,1,0
673,a,1,1,1,1,0.9285714285714286,1,0.3333333333333333,1,0.3333333333333333,0.125,258,7,b,b,d,b,a,b,b,a,b,a,b,g,b,c,a,d,w,0,0
14145,b,1,1,1,1,0.5,1,0.7,1,0.7,0.0,273,5,a,a,b,c,b,c,c,a,b,c,b,f,b,c,a,b,a,0,0
13691,a,1,1,1,1,0.7142857142857143,1,0.0333333333333333,1,0.0333333333333333,0.0,279,1,a,d,b,c,a,b,b,a,a,a,b,i,b,a,b,b,n,1,1
5436,c,1,1,1,1,0.2857142857142857,1,0.5,1,0.5,0.125,72,5,c,a,e,b,a,b,d,a,a,c,a,c,a,c,a,f,j,0,1
4749,a,1,1,1,1,0.8571428571428571,1,0.3,1,0.3,0.0,241,7,b,a,b,c,a,b,b,a,b,a,b,a,b,c,b,b,n,1,1
15453,c,1,1,1,1,0.3571428571428571,1,0.8666666666666667,1,0.8666666666666667,0.1875,91,4,b,a,e,b,a,c,c,b,b,c,b,i,b,c,a,f,e,0,0
1900,a,1,1,1,1,0.0,1,0.9666666666666668,1,0.9666666666666668,0.1875,11,6,a,h,e,b,a,b,d,b,b,a,b,b,a,c,b,f,e,0,0
14406,a,1,1,1,1,0.8571428571428571,1,0.7,1,0.7,0.125,274,6,c,a,d,b,a,b,b,a,b,c,b,b,b,c,a,d,n,1,1
2389,b,1,1,1,1,0.0714285714285714,1,0.5,1,0.5,0.0,49,4,a,b,d,b,a,c,c,b,b,a,b,e,b,c,a,d,b,0,0
13979,a,1,1,1,1,0.7142857142857143,1,0.9333333333333332,1,0.9333333333333332,0.0625,301,4,c,a,e,b,a,b,b,a,b,c,b,e,b,c,a,f,e,0,0
833,c,1,1,1,1,0.5,1,0.4666666666666667,1,0.4666666666666667,0.125,146,5,b,f,e,c,a,b,b,b,b,b,b,c,b,c,b,f,n,1,1
5986,b,1,1,1,1,0.3571428571428571,1,0.6666666666666666,1,0.6666666666666666,0.0625,122,4,b,a,d,b,a,b,d,b,b,a,b,e,a,a,a,d,A,0,0
383,a,1,1,1,1,0.9285714285714286,1,0.4666666666666667,1,0.4666666666666667,0.0,369,4,a,b,d,b,a,b,b,a,b,c,b,j,b,a,a,d,d,1,0
6361,b,1,1,1,1,0.8571428571428571,1,0.9333333333333332,1,0.9333333333333332,0.1875,290,7,c,b,d,b,a,b,b,a,b,a,b,g,b,a,a,d,w,1,1
866,a,1,1,1,1,0.8571428571428571,1,0.5333333333333333,1,0.5333333333333333,0.0,369,7,b,a,b,c,a,c,c,a,a,c,c,g,b,c,a,b,h,1,1
17689,c,1,1,1,1,0.7142857142857143,1,0.9333333333333332,1,0.9333333333333332,0.1875,268,4,b,h,d,b,a,c,c,a,b,a,b,k,b,a,a,d,e,0,0
350,c,1,1,1,1,0.6428571428571429,1,0.8,1,0.8,0.0625,232,8,b,i,b,b,a,b,b,a,a,c,c,h,b,c,a,b,h,0,0
6337,c,1,1,1,1,1.0,1,0.0333333333333333,1,0.0333333333333333,0.0,369,1,a,f,b,c,a,b,b,b,b,b,b,i,b,c,b,b,h,0,0
3900,c,1,1,1,1,0.0714285714285714,1,0.9666666666666668,1,0.9666666666666668,0.1875,35,0,a,h,d,b,a,b,d,b,b,c,b,j,a,c,a,d,e,0,0
8749,a,1,1,1,1,0.5714285714285714,1,0.1333333333333333,1,0.1333333333333333,0.0625,213,4,b,c,b,c,a,c,c,b,a,c,c,e,b,c,a,b,u,1,0
5586,b,1,1,1,1,0.8571428571428571,1,0.8333333333333334,1,0.8333333333333334,0.125,369,4,a,a,e,b,a,c,c,b,a,c,c,e,b,a,a,f,e,0,0
13993,a,1,1,1,1,0.6428571428571429,1,0.1666666666666666,1,0.1666666666666666,0.0,216,4,a,b,b,b,a,c,c,b,a,c,a,e,b,c,a,b,b,0,0
13854,b,1,1,1,1,0.6428571428571429,1,0.3333333333333333,1,0.3333333333333333,0.125,203,5,b,a,b,a,a,c,c,a,b,c,b,b,b,c,a,a,b,0,0
10684,a,1,1,1,1,0.7857142857142857,1,0.8333333333333334,1,0.8333333333333334,0.1875,215,4,c,h,d,b,a,b,b,a,b,c,b,j,b,c,a,d,n,1,1
865,c,1,1,1,1,0.7857142857142857,1,0.6,1,0.6,0.0625,275,7,a,a,d,c,a,b,b,a,b,c,b,a,b,c,b,d,j,1,1
8384,a,1,1,1,1,0.8571428571428571,1,0.1333333333333333,1,0.1333333333333333,0.0,275,5,b,f,b,c,a,c,c,a,a,c,c,c,b,c,b,a,u,0,0
12985,c,1,1,1,1,0.6428571428571429,1,0.6666666666666666,1,0.6666666666666666,0.125,117,4,a,b,d,b,a,b,d,a,b,d,b,e,a,c,a,d,n,1,1
5187,a,1,1,1,1,0.4285714285714285,1,0.3,1,0.3,0.0,199,5,b,b,b,c,a,b,b,a,b,b,b,c,b,c,a,b,n,1,0
8453,c,1,1,1,1,0.5,1,0.7,1,0.7,0.0,170,5,a,a,b,b,a,c,c,b,a,c,c,c,b,a,a,b,e,0,0
3355,b,1,1,1,1,0.8571428571428571,1,0.9,1,0.9,0.1875,369,4,c,a,d,b,a,b,b,a,b,c,b,e,b,c,a,d,e,0,0
15248,c,1,1,1,1,0.1428571428571428,1,0.3,1,0.3,0.25,23,4,b,h,b,b,a,c,c,b,a,c,c,e,b,c,a,a,e,0,0
4440,a,1,1,1,1,0.4285714285714285,1,0.7333333333333333,1,0.7333333333333333,0.3125,77,5,a,h,d,b,a,b,b,a,b,c,b,b,b,c,a,d,u,0,0
16253,b,1,1,1,1,0.6428571428571429,1,0.5333333333333333,1,0.5333333333333333,0.0625,252,5,c,a,e,c,a,b,b,a,b,a,b,c,b,c,a,a,n,1,1
16489,c,1,1,1,1,0.0,1,0.6333333333333333,1,0.6333333333333333,0.0,6,4,b,a,c,b,a,b,b,a,a,c,a,e,b,c,a,a,d,0,0
15274,b,1,1,1,1,0.5714285714285714,1,0.5,1,0.5,0.0,312,6,b,a,b,c,a,b,b,a,a,a,a,d,b,c,b,b,i,1,1
11937,b,1,1,1,1,0.3571428571428571,1,0.2666666666666666,1,0.2666666666666666,0.0,189,5,a,b,b,c,a,b,b,a,b,b,b,a,b,c,b,b,h,1,0
2630,c,1,1,1,1,0.2142857142857142,1,0.3333333333333333,1,0.3333333333333333,0.125,69,4,b,d,d,c,a,b,b,b,b,c,b,e,b,c,a,d,p,0,0
10570,b,1,1,1,1,0.1428571428571428,1,0.3,1,0.3,0.125,59,4,b,g,b,b,a,c,c,a,a,c,c,e,b,c,b,b,p,0,0
14558,a,1,1,1,1,0.7857142857142857,1,0.4,1,0.4,0.1875,202,5,a,a,d,b,a,b,d,a,b,a,b,b,a,a,b,d,e,1,0
13256,a,1,1,1,1,0.1428571428571428,1,0.4,1,0.4,0.125,46,4,b,c,b,b,a,c,c,b,a,b,c,e,b,c,a,b,i,1,1
16069,a,1,1,1,1,0.3571428571428571,1,0.3333333333333333,1,0.3333333333333333,0.0,155,7,b,b,b,c,a,b,b,a,b,c,b,a,b,a,b,b,h,0,0
14740,b,1,1,1,1,0.6428571428571429,1,0.1333333333333333,1,0.1333333333333333,0.0,203,4,c,b,b,c,a,a,d,a,b,a,b,e,a,a,a,b,h,0,0
7139,a,1,1,1,1,0.9285714285714286,1,0.7333333333333333,1,0.7333333333333333,0.0,369,6,b,a,d,b,a,b,b,a,b,c,b,b,b,c,a,d,n,1,0
8163,c,1,1,1,1,0.2857142857142857,1,0.2666666666666666,1,0.2666666666666666,0.0,40,1,b,f,b,b,a,a,d,a,a,c,c,i,a,c,a,b,h,0,1
13737,a,1,1,1,1,0.9285714285714286,1,0.1333333333333333,1,0.1333333333333333,0.0,369,5,b,b,b,c,a,b,d,b,a,c,a,c,a,c,b,b,n,1,0
14197,b,1,1,1,1,0.2142857142857142,1,0.7,1,0.7,0.125,59,4,a,i,b,b,a,c,c,a,b,d,b,e,b,c,a,a,e,0,0
6866,c,1,1,1,1,0.2142857142857142,1,0.6333333333333333,1,0.6333333333333333,0.125,89,5,b,a,e,c,a,b,b,b,a,c,a,c,b,c,a,f,p,0,0
